Duration Used (days),Total Usage (minutes),Reason for Quitting,Cost Offered (rupees),Accepted Offer
94,3232,Expensive,800,TRUE
56,3186,Unhappy,900,FALSE
20,1410,Not Useful,700,TRUE
325,22300,Unhappy,600,TRUE
278,22841,Others,700,TRUE
34,3066,Not Useful,800,FALSE
28,1394,Expensive,900,TRUE
111,9540,Unhappy,500,TRUE
152,10715,Others,900,TRUE
149,12898,Unhappy,600,TRUE
46,2666,Unhappy,700,FALSE
340,7594,Expensive,800,TRUE
260,18823,Not Useful,800,TRUE
351,17028,Expensive,600,FALSE
237,13602,Expensive,600,FALSE
165,12522,Expensive,700,TRUE
62,5290,Unhappy,500,TRUE
99,8660,Not Useful,900,TRUE
163,11820,Unhappy,600,TRUE
236,5296,Unhappy,900,TRUE
283,21907,Unhappy,700,FALSE
319,17535,Not Useful,800,TRUE
203,13028,Expensive,600,TRUE
27,889,Expensive,800,FALSE
313,8829,Others,600,TRUE
316,7959,Unhappy,700,TRUE
91,7890,Others,500,FALSE
228,14688,Not Useful,700,FALSE
295,6475,Expensive,800,FALSE
48,1741,Not Useful,500,TRUE
354,28153,Expensive,700,FALSE
2,188,Not Useful,600,TRUE
12,461,Others,600,TRUE
19,447,Expensive,500,TRUE
295,12413,Unhappy,900,TRUE
172,15929,Expensive,900,TRUE
243,7649,Unhappy,800,TRUE
289,11638,Others,700,TRUE
130,6187,Unhappy,900,FALSE
18,1343,Unhappy,600,TRUE
3,154,Unhappy,700,FALSE
46,1155,Not Useful,900,TRUE
244,13675,Expensive,700,TRUE
46,2504,Not Useful,700,FALSE
219,7407,Unhappy,700,TRUE
97,3153,Unhappy,500,TRUE
84,6327,Not Useful,800,FALSE
67,1569,Unhappy,500,TRUE
224,10125,Expensive,500,TRUE
161,12206,Unhappy,600,TRUE
135,11987,Not Useful,500,TRUE
221,20857,Expensive,900,FALSE
128,12087,Expensive,700,TRUE
174,15961,Expensive,900,FALSE
172,5898,Unhappy,900,FALSE
241,9170,Expensive,900,TRUE
189,14218,Expensive,500,TRUE
48,976,Not Useful,500,TRUE
216,10726,Expensive,700,FALSE
300,14586,Unhappy,500,FALSE
105,3221,Unhappy,900,TRUE
181,7971,Not Useful,700,FALSE
334,8153,Unhappy,700,TRUE
1,38,Expensive,600,TRUE
124,3787,Not Useful,800,TRUE
170,5250,Unhappy,700,TRUE
222,16564,Not Useful,500,TRUE
217,6604,Expensive,900,FALSE
127,6034,Not Useful,800,TRUE
220,8556,Unhappy,600,TRUE
71,2984,Not Useful,500,TRUE
75,3114,Not Useful,700,FALSE
245,19432,Expensive,800,FALSE
289,7743,Expensive,800,TRUE
48,1664,Unhappy,600,TRUE
356,16319,Unhappy,500,TRUE
69,5536,Unhappy,900,FALSE
174,11653,Expensive,600,TRUE
258,18005,Unhappy,800,TRUE
16,1412,Unhappy,600,TRUE
8,791,Not Useful,900,FALSE
131,6233,Unhappy,600,TRUE
118,3347,Not Useful,700,TRUE
100,9546,Not Useful,800,TRUE
39,2625,Expensive,500,TRUE
305,18529,Not Useful,500,TRUE
64,3700,Not Useful,900,FALSE
363,10240,Expensive,800,TRUE
277,6750,Unhappy,900,TRUE
116,5747,Expensive,900,FALSE
258,11876,Unhappy,600,TRUE
314,7980,Unhappy,600,TRUE
80,5399,Expensive,800,FALSE
141,9595,Expensive,500,FALSE
282,21138,Expensive,800,FALSE
60,5804,Not Useful,600,TRUE
131,2886,Unhappy,900,FALSE
262,22568,Unhappy,600,TRUE
254,10503,Expensive,600,TRUE
263,13729,Expensive,800,FALSE
244,20027,Expensive,800,TRUE
50,2269,Expensive,900,TRUE
144,11119,Unhappy,700,FALSE
195,4846,Unhappy,700,TRUE
260,20370,Unhappy,800,FALSE
67,3717,Unhappy,800,TRUE
251,12636,Not Useful,500,TRUE
190,10701,Expensive,600,TRUE
234,22232,Not Useful,900,TRUE
237,9550,Not Useful,500,TRUE
5,325,Others,900,FALSE
256,7262,Expensive,700,TRUE
333,25640,Not Useful,600,TRUE
217,19217,Expensive,800,FALSE
333,17272,Unhappy,900,FALSE
111,8226,Unhappy,500,TRUE
8,472,Others,500,FALSE
32,1869,Not Useful,900,TRUE
56,1875,Others,900,TRUE
70,5999,Expensive,600,TRUE
16,539,Not Useful,800,TRUE
139,13146,Unhappy,700,FALSE
316,23583,Not Useful,700,TRUE
280,16080,Unhappy,900,FALSE
178,7743,Unhappy,800,TRUE
140,6306,Expensive,900,FALSE
40,3477,Unhappy,600,TRUE
339,6832,Expensive,700,FALSE
155,9637,Unhappy,500,TRUE
259,16224,Not Useful,800,TRUE
34,1211,Expensive,700,TRUE
156,9735,Unhappy,600,FALSE
47,3715,Not Useful,500,TRUE
102,5750,Expensive,600,TRUE
365,21092,Not Useful,600,TRUE
301,27090,Expensive,500,TRUE
196,15274,Unhappy,900,TRUE
230,7400,Expensive,800,FALSE
50,1634,Not Useful,800,FALSE
256,8290,Expensive,500,FALSE
67,4776,Expensive,700,TRUE
38,3491,Expensive,900,TRUE
26,2061,Unhappy,900,FALSE
173,4186,Others,600,TRUE
13,494,Expensive,800,TRUE
48,2697,Unhappy,600,TRUE
81,4738,Expensive,900,FALSE
166,8158,Unhappy,700,FALSE
363,23085,Expensive,700,TRUE
76,5528,Expensive,700,TRUE
60,4679,Unhappy,600,TRUE
209,8018,Not Useful,800,TRUE
157,10739,Not Useful,800,FALSE
319,21314,Expensive,500,TRUE
128,5844,Expensive,900,FALSE
185,4178,Others,500,FALSE
80,7874,Not Useful,800,TRUE
168,14986,Expensive,900,TRUE
70,1727,Unhappy,800,TRUE
24,1319,Unhappy,700,TRUE
79,7061,Expensive,900,TRUE
352,21501,Unhappy,500,TRUE
332,15797,Unhappy,600,FALSE
87,5421,Not Useful,800,FALSE
2,106,Unhappy,600,TRUE
315,13345,Unhappy,700,TRUE
360,34739,Unhappy,900,FALSE
179,6798,Expensive,800,FALSE
293,27175,Others,600,TRUE
154,8684,Expensive,600,TRUE
242,12001,Unhappy,700,TRUE
6,172,Expensive,600,TRUE
271,12934,Expensive,800,FALSE
227,15023,Others,600,TRUE
201,19276,Unhappy,600,TRUE
298,20991,Unhappy,900,TRUE
163,8096,Unhappy,500,TRUE
210,20765,Expensive,600,TRUE
272,16300,Not Useful,600,TRUE
216,17532,Not Useful,600,TRUE
282,26407,Not Useful,500,TRUE
65,3377,Expensive,500,TRUE
325,12445,Not Useful,600,TRUE
267,14386,Expensive,600,FALSE
180,14154,Unhappy,900,FALSE
213,7873,Expensive,500,FALSE
339,16976,Not Useful,900,FALSE
239,14352,Unhappy,800,TRUE
241,18564,Unhappy,800,FALSE
281,5758,Others,500,FALSE
274,21974,Not Useful,700,TRUE
357,9604,Expensive,800,TRUE
356,13909,Others,800,FALSE
234,21664,Unhappy,700,FALSE
255,19095,Not Useful,900,FALSE
254,20337,Expensive,600,TRUE
103,3461,Expensive,600,TRUE
331,8842,Expensive,700,FALSE
332,11224,Not Useful,700,FALSE
269,22125,Unhappy,700,FALSE
196,19396,Expensive,500,TRUE
220,17232,Expensive,800,TRUE
224,14569,Expensive,800,TRUE
243,12184,Others,800,FALSE
94,4673,Not Useful,600,TRUE
87,7109,Expensive,600,TRUE
227,18560,Not Useful,800,FALSE
85,1948,Others,700,TRUE
143,5994,Expensive,600,TRUE
191,10683,Expensive,700,FALSE
231,6773,Expensive,600,TRUE
31,2431,Expensive,500,TRUE
321,10009,Expensive,900,TRUE
180,11700,Expensive,500,TRUE
102,7387,Expensive,800,TRUE
127,8773,Unhappy,700,TRUE
59,3703,Expensive,600,TRUE
252,20238,Unhappy,900,FALSE
200,10124,Others,800,FALSE
39,3614,Unhappy,600,TRUE
228,11503,Unhappy,600,TRUE
121,11691,Expensive,700,FALSE
86,2850,Expensive,600,TRUE
334,26689,Unhappy,800,FALSE
244,14568,Expensive,600,FALSE
66,2519,Not Useful,900,FALSE
286,6798,Expensive,500,TRUE
106,5817,Not Useful,500,TRUE
35,2489,Unhappy,600,TRUE
67,5737,Expensive,500,FALSE
193,16236,Expensive,800,FALSE
32,3114,Expensive,600,TRUE
212,6064,Unhappy,700,TRUE
276,22226,Unhappy,500,TRUE
15,1363,Unhappy,600,TRUE
147,8930,Others,800,FALSE
146,14051,Expensive,800,TRUE
127,9714,Expensive,900,FALSE
301,22049,Unhappy,500,TRUE
28,2382,Unhappy,700,FALSE
338,28181,Expensive,500,FALSE
29,1063,Not Useful,500,TRUE
136,9466,Not Useful,600,TRUE
143,13332,Expensive,700,FALSE
206,9526,Expensive,900,TRUE
211,18161,Expensive,900,TRUE
3,138,Expensive,500,FALSE
256,9635,Not Useful,900,FALSE
183,6221,Unhappy,700,FALSE
241,18626,Expensive,700,TRUE
166,12591,Expensive,900,TRUE
173,7563,Expensive,800,TRUE
17,1247,Expensive,500,TRUE
344,30131,Unhappy,600,FALSE
193,16283,Expensive,800,FALSE
66,4190,Others,600,TRUE
309,28582,Expensive,600,TRUE
241,8021,Unhappy,700,TRUE
238,22372,Unhappy,900,TRUE
328,9201,Expensive,800,TRUE
304,29929,Unhappy,700,TRUE
167,10660,Expensive,800,FALSE
214,15937,Unhappy,600,TRUE
274,18814,Unhappy,800,TRUE
268,13445,Others,500,TRUE
157,7966,Expensive,500,TRUE
42,2808,Expensive,900,FALSE
209,11999,Not Useful,500,TRUE
5,151,Unhappy,500,TRUE
109,7168,Unhappy,900,TRUE
72,3454,Expensive,700,FALSE
180,10573,Expensive,700,TRUE
168,5829,Unhappy,700,FALSE
286,9400,Not Useful,600,TRUE
327,30024,Others,800,FALSE
17,421,Others,800,TRUE
178,10178,Unhappy,700,FALSE
169,14001,Expensive,700,FALSE
159,14468,Not Useful,600,TRUE
93,4478,Expensive,600,TRUE
350,32113,Not Useful,900,FALSE
268,8768,Not Useful,800,FALSE
29,1308,Unhappy,600,TRUE
269,18624,Unhappy,900,FALSE
72,4450,Not Useful,700,TRUE
28,1650,Expensive,900,FALSE
93,2261,Not Useful,800,FALSE
72,5934,Not Useful,900,FALSE
149,8587,Expensive,600,TRUE
237,17566,Not Useful,700,TRUE
115,9172,Expensive,700,TRUE
360,30187,Not Useful,800,FALSE
130,3174,Not Useful,800,TRUE
29,1301,Expensive,800,FALSE
356,13907,Expensive,900,TRUE
280,15359,Not Useful,500,TRUE
106,5029,Unhappy,800,TRUE
265,19749,Expensive,900,TRUE
18,1132,Expensive,900,TRUE
118,3860,Expensive,500,TRUE
54,4242,Unhappy,500,FALSE
246,5354,Unhappy,900,TRUE
186,14026,Expensive,500,TRUE
228,10682,Unhappy,900,FALSE
190,7225,Expensive,500,FALSE
271,17338,Unhappy,900,FALSE
19,1511,Unhappy,700,FALSE
28,2198,Not Useful,900,TRUE
135,8538,Expensive,500,FALSE
60,4543,Unhappy,700,TRUE
72,7120,Expensive,800,TRUE
299,12481,Expensive,900,FALSE
13,1006,Unhappy,500,TRUE
313,14827,Expensive,900,FALSE
318,9729,Unhappy,900,FALSE
267,24940,Unhappy,700,TRUE
307,16223,Unhappy,800,FALSE
113,7426,Unhappy,500,TRUE
211,5169,Unhappy,900,FALSE
60,2865,Expensive,800,TRUE
357,23717,Unhappy,900,FALSE
20,1309,Unhappy,800,TRUE
312,17241,Others,900,TRUE
44,3556,Unhappy,600,TRUE
339,29021,Unhappy,600,TRUE
114,5090,Expensive,900,FALSE
275,21631,Not Useful,500,TRUE
23,984,Others,500,TRUE
242,22830,Unhappy,700,TRUE
324,28927,Unhappy,500,TRUE
297,23084,Expensive,700,FALSE
47,1340,Unhappy,700,FALSE
18,1455,Expensive,900,FALSE
164,3942,Expensive,600,FALSE
241,14949,Expensive,700,FALSE
17,1153,Expensive,800,TRUE
320,6593,Expensive,900,TRUE
288,28448,Expensive,600,FALSE
358,27399,Expensive,600,TRUE
6,232,Unhappy,900,FALSE
57,5288,Expensive,600,TRUE
30,940,Unhappy,800,TRUE
112,11063,Not Useful,900,FALSE
163,4645,Expensive,600,TRUE
194,4213,Not Useful,900,TRUE
157,10478,Expensive,600,TRUE
256,11982,Unhappy,800,TRUE
230,11237,Expensive,700,TRUE
147,9990,Expensive,700,TRUE
318,13365,Expensive,800,FALSE
260,21071,Expensive,800,TRUE
131,3480,Expensive,800,FALSE
303,30071,Expensive,900,TRUE
266,6652,Expensive,500,TRUE
211,4392,Not Useful,900,TRUE
238,15618,Unhappy,600,FALSE
342,26488,Others,900,FALSE
177,8406,Expensive,700,FALSE
38,922,Not Useful,800,TRUE
171,9946,Expensive,600,TRUE
94,4838,Not Useful,600,TRUE
98,2955,Expensive,500,TRUE
191,13514,Unhappy,600,TRUE
358,29072,Not Useful,900,FALSE
63,5282,Not Useful,800,TRUE
132,6065,Expensive,900,FALSE
17,781,Expensive,900,FALSE
51,2237,Unhappy,800,FALSE
26,1949,Expensive,700,TRUE
248,18068,Unhappy,700,FALSE
195,15250,Expensive,900,FALSE
325,8939,Expensive,500,FALSE
186,6712,Unhappy,500,TRUE
240,19208,Expensive,900,TRUE
161,11758,Unhappy,800,TRUE
44,3674,Expensive,700,TRUE
85,6928,Expensive,600,TRUE
247,24543,Expensive,600,TRUE
50,2906,Unhappy,800,TRUE
166,8266,Expensive,700,TRUE
330,11907,Others,700,FALSE
252,24659,Expensive,800,TRUE
221,16984,Unhappy,600,TRUE
222,13919,Not Useful,700,TRUE
218,18106,Unhappy,800,FALSE
209,18581,Expensive,800,FALSE
263,16716,Unhappy,700,FALSE
195,13657,Expensive,900,FALSE
328,30033,Expensive,800,TRUE
262,5462,Expensive,900,FALSE
362,25481,Expensive,600,TRUE
304,29998,Others,600,TRUE
327,32572,Expensive,800,FALSE
122,10393,Unhappy,600,TRUE
17,1032,Expensive,600,TRUE
50,3492,Unhappy,700,FALSE
234,10815,Unhappy,700,TRUE
88,8735,Expensive,800,TRUE
313,7630,Expensive,700,FALSE
73,6186,Expensive,600,TRUE
247,22509,Others,800,FALSE
16,1510,Not Useful,900,TRUE
263,6221,Unhappy,800,FALSE
71,2372,Not Useful,600,FALSE
253,17360,Expensive,900,FALSE
278,19251,Expensive,600,TRUE
129,9577,Not Useful,900,TRUE
290,14243,Unhappy,600,TRUE
89,8066,Expensive,900,TRUE
256,14879,Others,700,TRUE
61,2404,Expensive,500,TRUE
146,12431,Unhappy,700,TRUE
104,3175,Expensive,700,TRUE
66,5314,Unhappy,900,TRUE
267,20343,Expensive,600,TRUE
334,24815,Expensive,700,FALSE
22,622,Not Useful,600,TRUE
61,4802,Not Useful,500,TRUE
256,10722,Unhappy,700,TRUE
59,1958,Others,800,FALSE
3,190,Not Useful,900,TRUE
206,16674,Unhappy,800,TRUE
309,14465,Unhappy,600,TRUE
220,8558,Unhappy,500,TRUE
24,1167,Unhappy,600,TRUE
315,15682,Others,500,TRUE
32,2231,Unhappy,600,FALSE
282,10250,Unhappy,500,TRUE
334,20763,Expensive,700,TRUE
48,3247,Others,900,FALSE
328,17088,Unhappy,700,FALSE
205,7202,Expensive,600,FALSE
35,1132,Unhappy,900,FALSE
218,15557,Unhappy,800,FALSE
177,14142,Expensive,700,FALSE
15,1202,Unhappy,500,FALSE
293,27978,Expensive,800,FALSE
244,10222,Expensive,500,TRUE
188,6446,Not Useful,800,FALSE
164,9586,Unhappy,700,TRUE
89,5824,Expensive,900,TRUE
9,537,Unhappy,900,TRUE
361,21301,Not Useful,800,FALSE
70,2798,Unhappy,600,FALSE
221,15347,Others,900,FALSE
277,24188,Expensive,700,FALSE
138,6136,Expensive,700,FALSE
191,13193,Unhappy,800,TRUE
24,556,Expensive,500,FALSE
285,18430,Expensive,700,TRUE
346,23317,Unhappy,900,TRUE
285,8473,Unhappy,600,TRUE
324,20158,Expensive,900,FALSE
263,12997,Unhappy,900,FALSE
188,18155,Expensive,800,TRUE
241,18636,Expensive,800,TRUE
219,6608,Expensive,500,TRUE
125,5937,Not Useful,700,TRUE
257,13803,Unhappy,800,TRUE
208,6305,Expensive,500,TRUE
25,596,Expensive,500,TRUE
75,2911,Expensive,700,TRUE
91,5945,Expensive,500,TRUE
79,2967,Expensive,800,TRUE
127,8667,Expensive,500,TRUE
79,3714,Unhappy,500,TRUE
309,23505,Expensive,800,FALSE
316,29208,Expensive,900,TRUE
294,6366,Expensive,500,FALSE
292,7118,Expensive,900,FALSE
1,70,Others,600,TRUE
138,10101,Not Useful,700,TRUE
171,16408,Expensive,600,TRUE
308,27452,Unhappy,600,TRUE
291,12805,Others,900,FALSE
86,1837,Expensive,900,TRUE
278,24720,Not Useful,700,TRUE
278,11029,Not Useful,700,FALSE
322,9039,Unhappy,500,FALSE
113,5502,Not Useful,700,TRUE
110,3712,Expensive,800,TRUE
280,12265,Expensive,500,TRUE
364,17283,Others,800,FALSE
272,24204,Expensive,700,TRUE
238,11346,Unhappy,600,FALSE
318,31368,Unhappy,700,FALSE
277,9303,Expensive,900,TRUE
275,21574,Not Useful,900,TRUE
245,23234,Expensive,800,FALSE
337,13153,Unhappy,800,FALSE
282,24812,Expensive,800,FALSE
66,4851,Not Useful,700,TRUE
4,288,Expensive,700,TRUE
149,4911,Expensive,700,TRUE
168,16192,Others,900,FALSE
147,4997,Unhappy,700,TRUE
288,6484,Unhappy,500,TRUE
170,10018,Unhappy,500,TRUE
36,2929,Unhappy,800,TRUE
264,20103,Others,500,FALSE
2,65,Expensive,700,TRUE
140,12349,Unhappy,700,FALSE
258,22579,Not Useful,800,FALSE
17,480,Not Useful,600,TRUE
12,542,Others,600,FALSE
159,7122,Not Useful,800,FALSE
102,6776,Expensive,700,FALSE
62,5765,Unhappy,600,TRUE
60,2001,Not Useful,900,TRUE
363,23326,Expensive,800,TRUE
23,1131,Others,800,FALSE
326,8849,Expensive,700,FALSE
225,10160,Unhappy,600,TRUE
45,918,Expensive,800,TRUE
341,15190,Expensive,500,TRUE
359,26580,Expensive,700,FALSE
353,20071,Expensive,900,FALSE
355,22446,Not Useful,500,TRUE
211,6497,Unhappy,700,FALSE
18,1185,Not Useful,800,FALSE
240,23381,Expensive,600,TRUE
13,1124,Expensive,600,TRUE
90,3835,Not Useful,900,FALSE
47,2404,Unhappy,900,TRUE
318,19209,Expensive,500,TRUE
99,2338,Expensive,600,TRUE
261,23470,Expensive,700,TRUE
192,14899,Not Useful,600,TRUE
108,4673,Expensive,500,FALSE
245,6502,Expensive,900,FALSE
203,7690,Unhappy,900,TRUE
30,2615,Expensive,800,FALSE
359,29195,Others,600,TRUE
334,33264,Others,600,TRUE
16,1467,Others,900,FALSE
353,13211,Expensive,700,FALSE
246,18987,Unhappy,600,TRUE
219,5992,Others,900,FALSE
99,7415,Unhappy,600,TRUE
105,5107,Not Useful,900,TRUE
128,6103,Not Useful,800,TRUE
250,23318,Expensive,500,TRUE
160,11612,Not Useful,800,TRUE
69,6899,Not Useful,800,TRUE
359,18440,Not Useful,600,TRUE
110,8934,Others,800,TRUE
257,23714,Expensive,700,TRUE
337,11289,Unhappy,900,TRUE
305,11706,Not Useful,600,TRUE
49,3908,Expensive,600,FALSE
132,5982,Unhappy,600,TRUE
342,23357,Unhappy,700,FALSE
24,1067,Unhappy,900,TRUE
321,17192,Expensive,700,TRUE
46,4384,Unhappy,800,TRUE
200,9284,Unhappy,500,TRUE
34,2007,Expensive,700,TRUE
345,28626,Expensive,800,FALSE
209,18257,Unhappy,500,TRUE
81,3701,Others,700,FALSE
122,9673,Unhappy,600,TRUE
338,20311,Unhappy,500,TRUE
9,464,Not Useful,700,TRUE
315,23188,Not Useful,700,TRUE
280,14179,Expensive,900,FALSE
179,8267,Not Useful,800,FALSE
279,11263,Not Useful,900,TRUE
92,4736,Expensive,700,FALSE
139,11264,Expensive,800,TRUE
30,2372,Unhappy,500,TRUE
249,8555,Unhappy,900,TRUE
85,3895,Expensive,500,TRUE
234,9426,Unhappy,600,TRUE
253,9520,Not Useful,700,TRUE
149,14897,Expensive,800,TRUE
57,2239,Unhappy,600,TRUE
213,9100,Expensive,800,FALSE
12,987,Unhappy,700,FALSE
206,19414,Unhappy,800,FALSE
247,24382,Expensive,500,TRUE
147,7807,Expensive,600,FALSE
162,10183,Unhappy,500,TRUE
51,4829,Unhappy,800,TRUE
133,8965,Not Useful,500,TRUE
215,5498,Expensive,800,TRUE
268,20083,Expensive,700,FALSE
329,16965,Not Useful,500,FALSE
142,9153,Unhappy,900,TRUE
8,660,Expensive,600,TRUE
364,14453,Expensive,900,FALSE
2,52,Expensive,600,TRUE
72,6934,Expensive,500,TRUE
268,18345,Expensive,900,TRUE
284,23308,Not Useful,900,FALSE
350,30869,Not Useful,900,FALSE
339,7276,Expensive,500,FALSE
26,2289,Others,500,TRUE
255,23376,Expensive,900,FALSE
196,18239,Expensive,700,TRUE
297,28878,Expensive,900,FALSE
349,15962,Unhappy,700,TRUE
121,9660,Others,700,TRUE
201,14612,Not Useful,900,TRUE
365,12606,Unhappy,700,TRUE
20,1911,Not Useful,900,FALSE
309,10539,Expensive,600,TRUE
87,8641,Unhappy,500,FALSE
356,20812,Unhappy,800,TRUE
205,15857,Others,500,TRUE
279,23432,Expensive,600,TRUE
274,13647,Not Useful,900,FALSE
196,4990,Expensive,900,FALSE
279,15361,Expensive,500,TRUE
103,3977,Expensive,800,TRUE
293,25217,Not Useful,900,FALSE
333,17054,Unhappy,600,TRUE
66,3699,Others,900,FALSE
219,9477,Expensive,900,FALSE
193,10861,Expensive,900,TRUE
28,2100,Not Useful,800,TRUE
5,312,Unhappy,500,FALSE
186,8292,Unhappy,600,TRUE
265,17051,Others,900,TRUE
317,20285,Not Useful,500,TRUE
276,8081,Others,600,TRUE
276,10688,Unhappy,500,TRUE
356,9049,Unhappy,600,TRUE
192,10887,Unhappy,700,FALSE
50,1347,Expensive,800,TRUE
55,1282,Unhappy,500,TRUE
140,4713,Expensive,800,TRUE
220,9618,Others,900,FALSE
196,15537,Not Useful,900,TRUE
25,2128,Not Useful,900,FALSE
245,17698,Unhappy,900,FALSE
98,7189,Expensive,600,TRUE
349,17799,Unhappy,500,TRUE
333,23473,Expensive,900,FALSE
343,17791,Expensive,700,TRUE
87,6817,Unhappy,500,TRUE
245,5620,Unhappy,900,FALSE
221,6626,Unhappy,800,TRUE
309,17870,Expensive,600,TRUE
110,2564,Unhappy,700,TRUE
339,12274,Others,500,TRUE
207,20178,Unhappy,500,TRUE
106,4189,Expensive,500,TRUE
191,13181,Not Useful,600,TRUE
86,6001,Unhappy,800,TRUE
106,2248,Expensive,700,TRUE
107,9923,Expensive,700,TRUE
119,4701,Not Useful,700,TRUE
349,21906,Expensive,800,FALSE
319,27980,Others,700,TRUE
229,16632,Expensive,500,TRUE
5,395,Expensive,500,TRUE
38,2291,Not Useful,700,TRUE
298,9541,Expensive,700,TRUE
117,3945,Not Useful,900,FALSE
218,17154,Expensive,500,FALSE
105,7135,Unhappy,700,TRUE
309,28842,Expensive,700,TRUE
181,4171,Expensive,900,FALSE
97,7591,Unhappy,700,TRUE
161,6678,Unhappy,800,FALSE
31,2198,Unhappy,900,TRUE
199,4670,Others,500,TRUE
320,19940,Expensive,700,FALSE
100,4748,Expensive,900,FALSE
75,2847,Not Useful,600,TRUE
88,6755,Unhappy,700,FALSE
107,7075,Expensive,700,TRUE
279,6638,Unhappy,900,FALSE
74,3545,Expensive,900,FALSE
294,11683,Expensive,700,FALSE
196,6706,Expensive,600,TRUE
143,2901,Unhappy,700,FALSE
266,26182,Unhappy,800,FALSE
98,8465,Expensive,600,FALSE
99,3150,Expensive,800,TRUE
234,11229,Expensive,500,TRUE
131,7284,Expensive,800,TRUE
122,4566,Unhappy,600,FALSE
317,19675,Unhappy,700,TRUE
273,13733,Not Useful,700,FALSE
158,15591,Others,600,TRUE
190,8569,Not Useful,700,FALSE
358,10195,Unhappy,700,FALSE
112,2562,Unhappy,800,FALSE
323,23150,Expensive,700,FALSE
52,3521,Not Useful,500,TRUE
334,29041,Others,800,TRUE
330,9338,Unhappy,700,FALSE
250,14492,Unhappy,900,TRUE
43,3907,Expensive,600,TRUE
175,9792,Expensive,800,FALSE
43,934,Unhappy,900,FALSE
92,5968,Not Useful,700,FALSE
159,4152,Unhappy,600,TRUE
305,26021,Unhappy,700,FALSE
312,18354,Expensive,900,FALSE
310,9140,Others,800,FALSE
151,5801,Unhappy,500,TRUE
61,4497,Unhappy,900,TRUE
347,25460,Not Useful,700,FALSE
295,15595,Expensive,800,FALSE
33,2420,Unhappy,600,TRUE
240,9822,Expensive,600,TRUE
120,5922,Expensive,700,TRUE
18,906,Others,500,TRUE
222,13396,Expensive,900,FALSE
258,18786,Others,800,FALSE
221,7379,Unhappy,900,TRUE
167,14032,Expensive,500,TRUE
19,1437,Others,700,TRUE
174,11749,Expensive,700,TRUE
154,14992,Not Useful,800,TRUE
258,22034,Not Useful,500,TRUE
162,9828,Unhappy,900,FALSE
74,6430,Unhappy,600,FALSE
120,7704,Unhappy,600,TRUE
170,9246,Unhappy,700,FALSE
102,5781,Unhappy,800,TRUE
202,7690,Expensive,900,FALSE
317,26383,Unhappy,800,FALSE
152,8184,Expensive,500,TRUE
322,7827,Unhappy,800,TRUE
268,14051,Unhappy,800,TRUE
224,16693,Expensive,500,TRUE
295,7150,Unhappy,700,TRUE
116,9250,Unhappy,600,TRUE
345,30222,Expensive,500,TRUE
162,15197,Expensive,900,TRUE
188,9454,Expensive,900,FALSE
104,2905,Unhappy,700,TRUE
284,12731,Others,800,TRUE
160,9107,Unhappy,800,FALSE
269,5805,Unhappy,600,TRUE
318,13902,Unhappy,500,TRUE
67,3491,Unhappy,800,TRUE
187,5651,Expensive,500,TRUE
185,8146,Expensive,900,TRUE
79,3908,Expensive,900,FALSE
143,11019,Expensive,500,TRUE
271,11841,Unhappy,500,TRUE
262,24947,Expensive,700,TRUE
235,10549,Not Useful,800,TRUE
25,557,Expensive,600,TRUE
198,5015,Not Useful,900,FALSE
181,8004,Not Useful,800,FALSE
102,6562,Unhappy,900,TRUE
254,5239,Others,800,TRUE
79,5520,Unhappy,800,FALSE
330,25591,Unhappy,600,TRUE
207,18169,Not Useful,800,TRUE
287,26460,Others,800,FALSE
261,10144,Unhappy,500,TRUE
136,3090,Expensive,800,FALSE
254,21992,Others,500,TRUE
195,9110,Expensive,500,FALSE
167,5261,Not Useful,800,FALSE
157,11826,Expensive,700,FALSE
121,7096,Not Useful,800,FALSE
289,8706,Not Useful,600,TRUE
47,4287,Others,800,TRUE
256,18166,Others,600,TRUE
241,13850,Expensive,800,FALSE
35,2777,Expensive,900,TRUE
51,2368,Unhappy,900,FALSE
45,3426,Unhappy,900,TRUE
363,27655,Unhappy,600,TRUE
218,18454,Others,600,TRUE
190,10759,Unhappy,700,TRUE
235,19100,Not Useful,700,TRUE
68,3004,Not Useful,900,TRUE
329,31174,Expensive,500,FALSE
1,59,Expensive,600,FALSE
157,10137,Expensive,700,TRUE
250,8374,Not Useful,800,TRUE
32,2909,Expensive,700,FALSE
9,872,Expensive,800,FALSE
113,3861,Expensive,700,FALSE
185,10275,Unhappy,700,TRUE
217,5641,Unhappy,700,TRUE
265,13070,Expensive,500,TRUE
1,27,Unhappy,900,TRUE
63,3365,Expensive,900,FALSE
365,19753,Expensive,900,FALSE
183,4830,Unhappy,700,TRUE
35,1497,Unhappy,900,FALSE
106,3105,Expensive,800,TRUE
29,1605,Expensive,600,TRUE
66,4296,Not Useful,600,TRUE
343,18105,Others,700,TRUE
217,6708,Others,500,FALSE
146,8861,Unhappy,500,FALSE
94,3322,Expensive,500,TRUE
101,9568,Others,500,TRUE
178,14073,Not Useful,900,FALSE
26,1340,Expensive,500,TRUE
264,14949,Expensive,500,TRUE
349,12723,Unhappy,500,TRUE
167,14731,Not Useful,600,TRUE
82,7662,Expensive,900,FALSE
347,22197,Expensive,900,TRUE
100,6417,Not Useful,800,TRUE
276,9143,Expensive,600,TRUE
22,1173,Expensive,700,FALSE
